24 9 -nan -nan
27 9 -nan -nan
30 9 -nan -nan
33 9 -nan -nan
36 9 -nan -nan
39 9 -nan -nan
42 9 -nan -nan
45 9 -nan -nan
48 9 -nan -nan
51 9 -nan -nan
54 9 -nan -nan
57 9 -nan -nan
60 9 -nan -nan
63 9 -nan -nan
66 9 -nan -nan
69 9 -nan -nan
72 9 -nan -nan
75 9 -nan -nan
78 9 -nan -nan
81 9 -nan -nan
84 9 -nan -nan
87 9 -nan -nan
90 9 -nan -nan
93 9 -nan -nan
96 9 -nan -nan
99 9 -1 0

0 12 -nan -nan
3 12 -nan -nan
6 12 -nan -nan
9 12 -nan -nan
12 12 -nan -nan
15 12 -nan -nan
18 12 -nan -nan
21 12 -nan -nan
24 12 -nan -nan
27 12 -nan -nan
30 12 -nan -nan
33 12 -nan -nan
36 12 -nan -nan
39 12 -nan -nan
42 12 -nan -nan
45 12 -nan -nan
48 12 -nan -nan
51 12 -nan -nan
54 12 -nan -nan
57 12 -nan -nan
60 12 -nan -nan
63 12 -nan -nan
66 12 -nan -nan
69 12 -nan -nan
72 12 -nan -nan
75 12 -nan -nan
78 12 -nan -nan
81 12 -nan -nan
84 12 -nan -nan
87 12 -nan -nan
90 12 -nan -nan
93 12 -nan -nan
96 12 -nan -nan
99 12 -1 0

0 15 -nan -nan
3 15 -nan -nan
6 15 -nan -nan
9 15 -nan -nan
12 15 -nan -nan
15 15 -nan -nan
18 15 -nan -nan
21 15 -nan -nan
24 15 -nan -nan
27 15 -nan -nan
30 15 -nan -nan
33 15 -nan -nan
36 15 -nan -nan
39 15 -nan -nan
42 15 -nan -nan
45 15 -nan -nan
48 15 -nan -nan
51 15 -nan -nan
54 15 -nan -nan
57 15 -nan -nan
60 15 -nan -nan
63 15 -nan -nan
66 15 -nan -nan
69 15 -nan -nan
72 15 -nan -nan
75 15 -nan -nan
78 15 -nan -nan
81 15 -nan -nan
84 15 -nan -nan
87 15 -nan -nan
90 15 -nan -nan
93 15 -nan -nan
96 15 -nan -nan
99 15 -1 0

0 18 -nan -nan
3 18 -nan -nan
6 18 -nan -nan
9 18 -nan -nan
12 18 -nan -nan
15 18 -nan -nan
18 18 -nan -nan
21 18 -nan -nan
24 18 -nan -nan
27 18 -nan -nan
30 18 -nan -nan
33 18 -nan -nan
36 18 -nan -nan
39 18 -nan -nan
42 18 -nan -nan
45 18 -nan -nan
48 18 -nan -nan
51 18 -nan -nan
54 18 -nan -nan
57 18 -nan -nan
60 18 -nan -nan
63 18 -nan -nan
66 18 -nan -nan
69 18 -nan -nan
72 18 -nan -nan
75 18 -nan -nan
78 18 -nan -nan
81 18 -nan -nan
84 18 -nan -nan
87 18 -nan -nan
90 18 -nan -nan
93 18 -nan -nan
96 18 -nan -nan
99 18 -1 0

0 21 -nan -nan
3 21 -nan -nan
6 21 -nan -nan
9 21 -nan -nan
12 21 -nan -nan
15 21 -nan -nan
18 21 -nan -nan
21 21 -nan -nan
24 21 -nan -nan
27 21 -nan -nan
30 21 -nan -nan
33 21 -nan -nan
36 21 -nan -nan
39 21 -nan -nan
42 21 -nan -nan
45 21 -nan -nan
48 21 -nan -nan
51 21 -nan -nan
54 21 -nan -nan
57 21 -nan -nan
60 21 -nan -nan
63 21 -nan -nan
66 21 -nan -nan
69 21 -nan -nan
72 21 -nan -nan
75 21 -nan -nan
78 21 -nan -nan
81 21 -nan -nan
84 21 -nan -nan
87 21 -nan -nan
90 21 -nan -nan
93 21 -nan -nan
96 21 -nan -nan
99 21 -1 0

0 24 -nan -nan
3 24 -nan -nan
6 24 -nan -nan
9 24 -nan -nan
12 24 -nan -nan
15 24 -nan -nan
18 24 -nan -nan
21 24 -nan -nan
24 24 -nan -nan
27 24 -nan -nan
30 24 -nan -nan
33 24 -nan -nan
36 24 -nan -nan
39 24 -nan -nan
42 24 -nan -nan
45 24 -nan -nan
48 24 -nan -nan
51 24 -nan -nan
54 24 -nan -nan
57 24 -nan -nan
60 24 -nan -nan
63 24 -nan -nan
66 24 -nan -nan
69 24 -nan -nan
72 24 -nan -nan
75 24 -nan -nan
78 24 -nan -nan
81 24 -nan -nan
84 24 -nan -nan
87 24 -nan -nan
90 24 -nan -nan
93 24 -nan -nan
96 24 -nan -nan
99 24 -1 0

0 27 -nan -nan
3 27 -nan -nan
6 27 -nan -nan
9 27 -nan -nan
12 27 -nan -nan
15 27 -nan -nan
18 27 -nan -nan
21 27 -nan -nan
24 27 -nan -nan
27 27 -nan -nan
30 27 -nan -nan
33 27 -nan -nan
36 27 -nan -nan
39 27 -nan -nan
42 27 -nan -nan
45 27 -nan -nan
48 27 -nan -nan
51 27 -nan -nan
54 27 -nan -nan
57 27 -nan -nan
60 27 -nan -nan
63 27 -nan -nan
66 27 -nan -nan
69 27 -nan -nan
72 27 -nan -nan
75 27 -nan -nan
78 27 -nan -nan
81 27 -nan -nan
84 27 -nan -nan
87 27 -nan -nan
90 27 -nan -nan
93 27 -nan -nan
96 27 -nan -nan
99 27 -1 0

0 30 -nan -nan
3 30 -nan -nan
6 30 -nan -nan
9 30 -nan -nan
12 30 -nan -nan
15 30 -nan -nan
18 30 -nan -nan
21 30 -nan -nan
24 30 -nan -nan
27 30 -nan -nan
30 30 -nan -nan
33 30 -nan -nan
36 30 -nan -nan
39 30 -nan -nan
42 30 -nan -nan
45 30 -nan -nan
48 30 -nan -nan
51 30 -nan -nan
54 30 -nan -nan
57 30 -nan -nan
60 30 -nan -nan
63 30 -nan -nan
66 30 -nan -nan
69 30 -nan -nan
72 30 -nan -nan
75 30 -nan -nan
78 30 -nan -nan
81 30 -nan -nan
84 30 -nan -nan
87 30 -nan -nan
90 30 -nan -nan
93 30 -nan -nan
96 30 -nan -nan
99 30 -1 0

0 33 -nan -nan
3 33 -nan -nan
6 33 -nan -nan
9 33 -nan -nan
12 33 -nan -nan
15 33 -nan -nan
18 33 -nan -nan
21 33 -nan -nan
24 33 -nan -nan
27 33 -nan -nan
30 33 -nan -nan
33 33 -nan -nan
36 33 -nan -nan
39 33 -nan -nan
42 33 -nan -nan
45 33 -nan -nan
48 33 -nan -nan
51 33 -nan -nan
54 33 -nan -nan
57 33 -nan -nan
60 33 -nan -nan
63 33 -nan -nan
66 33 -nan -nan
69 33 -nan -nan
72 33 -nan -nan
75 33 -nan -nan
78 33 -nan -nan
81 33 -nan -nan
84 33 -nan -nan
87 33 -nan -nan
90 33 -nan -nan
93 33 -nan -nan
96 33 -nan -nan
99 33 -1 0

0 36 -nan -nan
3 36 -nan -nan
6 36 -nan -nan
9 36 -nan -nan
12 36 -nan -nan
15 36 -nan -nan
18 36 -nan -nan
21 36 -nan -nan
24 36 -nan -nan
27 36 -nan -nan
30 36 -nan -nan
33 36 -nan -nan
36 36 -nan -nan
39 36 -nan -nan
42 36 -nan -nan
45 36 -nan -nan
48 36 -nan -nan
51 36 -nan -nan
54 36 -nan -nan
57 36 -nan -nan
60 36 -nan -nan
63 36 -nan -nan
66 36 -nan -nan
69 36 -nan -nan
72 36 -nan -nan
75 36 -nan -nan
78 36 -nan -nan
81 36 -nan -nan
84 36 -nan -nan
87 36 -nan -nan
90 36 -nan -nan
93 36 -nan -nan
96 36 -nan -nan
99 36 -1 0

0 39 -nan -nan
3 39 -nan -nan
6 39 -nan -nan
9 39 -nan -nan
12 39 -nan -nan
15 39 -nan -nan
18 39 -nan -nan
21 39 -nan -nan
24 39 -nan -nan
27 39 -nan -nan
30 39 -nan -nan
33 39 -nan -nan
36 39 -nan -nan
39 39 -nan -nan
42 39 -nan -nan
45 39 -nan -nan
48 39 -nan -nan
51 39 -nan -nan
54 39 -nan -nan
57 39 -nan -nan
60 39 -nan -nan
63 39 -nan -nan
66 39 -nan -nan
69 39 -nan -nan
72 39 -nan -nan
75 39 -nan -nan
78 39 -nan -nan
81 39 -nan -nan
84 39 -nan -nan
87 39 -nan -nan
90 39 -nan -nan
93 39 -nan -nan
96 39 -nan -nan
99 39 -1 0

0 42 -nan -nan
3 42 -nan -nan
6 42 -nan -nan
9 42 -nan -nan
12 42 -nan -nan
15 42 -nan -nan
18 42 -nan -nan
21 42 -nan -nan
24 42 -nan -nan
27 42 -nan -nan
30 42 -nan -nan
33 42 -nan -nan
36 42 -nan -nan
39 42 -nan -nan
42 42 -nan -nan
45 42 -nan -nan
48 42 -nan -nan
51 42 -nan -nan
54 42 -nan -nan
57 42 -nan -nan
60 42 -nan -nan
63 42 -nan -nan
66 42 -nan -nan
69 42 -nan -nan
72 42 -nan -nan
75 42 -nan -nan
78 42 -nan -nan
81 42 -nan -nan
84 42 -nan -nan
87 42 -nan -nan
90 42 -nan -nan
93 42 -nan -nan
96 42 -nan -nan
99 42 -1 0

0 45 -nan -nan
3 45 -nan -nan
6 45 -nan -nan
9 45 -nan -nan
12 45 -nan -nan
15 45 -nan -nan
18 45 -nan -nan
21 45 -nan -nan
24 45 -nan -nan
27 45 -nan -nan
30 45 -nan -nan
33 45 -nan -nan
36 45 -nan -nan
39 45 -nan -nan
42 45 -nan -nan
45 45 -nan -nan
48 45 -nan -nan
51 45 -nan -nan
54 45 -nan -nan
57 45 -nan -nan
60 45 -nan -nan
63 45 -nan -nan
66 45 -nan -nan
69 45 -nan -nan
72 45 -nan -nan
75 45 -nan -nan
78 45 -nan -nan
81 45 -nan -nan
84 45 -nan -nan
87 45 -nan -nan
90 45 -nan -nan
93 45 -nan -nan
96 45 -nan -nan
99 45 -1 0

0 48 -nan -nan
3 48 -nan -nan
6 48 -nan -nan
9 48 -nan -nan
12 48 -nan -nan
15 48 -nan -nan
18 48 -nan -nan
21 48 -nan -nan
24 48 -nan -nan
27 48 -nan -nan
30 48 -nan -nan
33 48 -nan -nan
36 48 -nan -nan
39 48 -nan -nan
42 48 -nan -nan
45 48 -nan -nan
48 48 -nan -nan
51 48 -nan -nan
54 48 -nan -nan
57 48 -nan -nan
60 48 -nan -nan
63 48 -nan -nan
66 48 -nan -nan
69 48 -nan -nan
72 48 -nan -nan
75 48 -nan -nan
78 48 -nan -nan
81 48 -nan -nan
84 48 -nan -nan
87 48 -nan -nan
90 48 -nan -nan
93 48 -nan -nan
96 48 -nan -nan
99 48 -1 0

0 51 -nan -nan
3 51 -nan -nan
6 51 -nan -nan
9 51 -nan -nan
12 51 -nan -nan
15 51 -nan -nan
18 51 -nan -nan
21 51 -nan -nan
24 51 -nan -nan
27 51 -nan -nan
30 51 -nan -nan
33 51 -nan -nan
36 51 -nan -nan
39 51 -nan -nan
42 51 -nan -nan
45 51 -nan -nan
48 51 -nan -nan
51 51 -nan -nan
54 51 -nan -nan
57 51 -nan -nan
60 51 -nan -nan
63 51 -nan -nan
66 51 -nan -nan
69 51 -nan -nan
72 51 -nan -nan
75 51 -nan -nan
78 51 -nan -nan
81 51 -nan -nan
84 51 -nan -nan
87 51 -nan -nan
90 51 -nan -nan
93 51 -nan -nan
96 51 -nan -nan
99 51 -1 0

0 54 -nan -nan
3 54 -nan -nan
6 54 -nan -nan
9 54 -nan -nan
12 54 -nan -nan
15 54 -nan -nan
18 54 -nan -nan
21 54 -nan -nan
24 54 -nan -nan
27 54 -nan -nan
30 54 -nan -nan
33 54 -nan -nan
36 54 -nan -nan
39 54 -nan -nan
42 54 -nan -nan
45 54 -nan -nan
48 54 -nan -nan
51 54 -nan -nan
54 54 -nan -nan
57 54 -nan -nan
60 54 -nan -nan
63 54 -nan -nan
66 54 -nan -nan
69 54 -nan -nan
72 54 -nan -nan
75 54 -nan -nan
78 54 -nan -nan
81 54 -nan -nan
84 54 -nan -nan
87 54 -nan -nan
90 54 -nan -nan
93 54 -nan -nan
96 54 -nan -nan
99 54 -1 0

0 57 -nan -nan
3 57 -nan -nan
6 57 -nan -nan
9 57 -nan -nan
12 57 -nan -nan
15 57 -nan -nan
18 57 -nan -nan
21 57 -nan -nan
24 57 -nan -nan
27 57 -nan -nan
30 57 -nan -nan
33 57 -nan -nan
36 57 -nan -nan
39 57 -nan -nan
42 57 -nan -nan
45 57 -nan -nan
48 57 -nan -nan
51 57 -nan -nan
54 57 -nan -nan
57 57 -nan -nan
60 57 -nan -nan
63 57 -nan -nan
66 57 -nan -nan
69 57 -nan -nan
72 57 -nan -nan
75 57 -nan -nan
78 57 -nan -nan
81 57 -nan -nan
84 57 -nan -nan
87 57 -nan -nan
90 57 -nan -nan
93 57 -nan -nan
96 57 -nan -nan
99 57 -1 0

0 60 -nan -nan
3 60 -nan -nan
6 60 -nan -nan
9 60 -nan -nan
12 60 -nan -nan
15 60 -nan -nan
18 60 -nan -nan
21 60 -nan -nan
24 60 -nan -nan
27 60 -nan -nan
30 60 -nan -nan
33 60 -nan -nan
36 60 -nan -nan
39 60 -nan -nan
42 60 -nan -nan
45 60 -nan -nan
48 60 -nan -nan
51 60 -nan -nan
54 60 -nan -nan
57 60 -nan -nan
60 60 -nan -nan
63 60 -nan -nan
66 60 -nan -nan
69 60 -nan -nan
72 60 -nan -nan
75 60 -nan -nan
78 60 -nan -nan
81 60 -nan -nan
84 60 -nan -nan
87 60 -nan -nan
90 60 -nan -nan
93 60 -nan -nan
96 60 -nan -nan
99 60 -1 0

0 63 -nan -nan
3 63 -nan -nan
6 63 -nan -nan
9 63 -nan -nan
12 63 -nan -nan
15 63 -nan -nan
18 63 -nan -nan
21 63 -nan -nan
24 63 -nan -nan
27 63 -nan -nan
30 63 -nan -nan
33 63 -nan -nan
36 63 -nan -nan
39 63 -nan -nan
42 63 -nan -nan
45 63 -nan -nan
48 63 -nan -nan
51 63 -nan -nan
54 63 -nan -nan
57 63 -nan -nan
60 63 -nan -nan
63 63 -nan -nan
66 63 -nan -nan
69 63 -nan -nan
72 63 -nan -nan
75 63 -nan -nan
78 63 -nan -nan
81 63 -nan -nan
84 63 -nan -nan
87 63 -nan -nan
90 63 -nan -nan
93 63 -nan -nan
96 63 -nan -nan
99 63 -1 0

0 66 -nan -nan
3 66 -nan -nan
6 66 -nan -nan
9 66 -nan -nan
12 66 -nan -nan
15 66 -nan -nan
18 66 -nan -nan
21 66 -nan -nan
24 66 -nan -nan
27 66 -nan -nan
30 66 -nan -nan
33 66 -nan -nan
36 66 -nan -nan
39 66 -nan -nan
42 66 -nan -nan
45 66 -nan -nan
48 66 -nan -nan
51 66 -nan -nan
54 66 -nan -nan
57 66 -nan -nan
60 66 -nan -nan
63 66 -nan -nan
66 66 -nan -nan
69 66 -nan -nan
72 66 -nan -nan
75 66 -nan -nan
78 66 -nan -nan
81 66 -nan -nan
84 66 -nan -nan
87 66 -nan -nan
90 66 -nan -nan
93 66 -nan -nan
96 66 -nan -nan
99 66 -1 0

0 69 -nan -nan
3 69 -nan -nan
6 69 -nan -nan
9 69 -nan -nan
12 69 -nan -nan
15 69 -nan -nan
18 69 -nan -nan
21 69 -nan -nan
24 69 -nan -nan
27 69 -nan -nan
30 69 -nan -nan
33 69 -nan -nan
36 69 -nan -nan
39 69 -nan -nan
42 69 -nan -nan
45 69 -nan -nan
48 69 -nan -nan
51 69 -nan -nan
54 69 -nan -nan
57 69 -nan -nan
60 69 -nan -nan
63 69 -nan -nan
66 69 -nan -nan
69 69 -nan -nan
72 69 -nan -nan
75 69 -nan -nan
78 69 -nan -nan
81 69 -nan -nan
84 69 -nan -nan
87 69 -nan -nan
90 69 -nan -nan
93 69 -nan -nan
96 69 -nan -nan
99 69 -1 0

0 72 -nan -nan
3 72 -nan -nan
6 72 -nan -nan
9 72 -nan -nan
12 72 -nan -nan
15 72 -nan -nan
18 72 -nan -nan
21 72 -nan -nan
24 72 -nan -nan
27 72 -nan -nan
30 72 -nan -nan
33 72 -nan -nan
36 72 -nan -nan
39 72 -nan -nan
42 72 -nan -nan
45 72 -nan -nan
48 72 -nan -nan
51 72 -nan -nan
54 72 -nan -nan
57 72 -nan -nan
60 72 -nan -nan
63 72 -nan -nan
66 72 -nan -nan
69 72 -nan -nan
72 72 -nan -nan
75 72 -nan -nan
78 72 -nan -nan
81 72 -nan -nan
84 72 -nan -nan
87 72 -nan -nan
90 72 -nan -nan
93 72 -nan -nan
96 72 -nan -nan
99 72 -1 0

0 75 -nan -nan
3 75 -nan -nan
6 75 -nan -nan
9 75 -nan -nan
12 75 -nan -nan
15 75 -nan -nan
18 75 -nan -nan
21 75 -nan -nan
24 75 -nan -nan
27 75 -nan -nan
30 75 -nan -nan
33 75 -nan -nan
36 75 -nan -nan
39 75 -nan -nan
42 75 -nan -nan
45 75 -nan -nan
48 75 -nan -nan
51 75 -nan -nan
54 75 -nan -nan
57 75 -nan -nan
60 75 -nan -nan
63 75 -nan -nan
66 75 -nan -nan
69 75 -nan -nan
72 75 -nan -nan
75 75 -nan -nan
78 75 -nan -nan
81 75 -nan -nan
84 75 -nan -nan
87 75 -nan -nan
90 75 -nan -nan
93 75 -nan -nan
96 75 -nan -nan
99 75 -1 0

0 78 -nan -nan
3 78 -nan -nan
6 78 -nan -nan
9 78 -nan -nan
12 78 -nan -nan
15 78 -nan -nan
18 78 -nan -nan
21 78 -nan -nan
24 78 -nan -nan
27 78 -nan -nan
30 78 -nan -nan
33 78 -nan -nan
36 78 -nan -nan
39 78 -nan -nan
42 78 -nan -nan
45 78 -nan -nan
48 78 -nan -nan
51 78 -nan -nan
54 78 -nan -nan
57 78 -nan -nan
60 78 -nan -nan
63 78 -nan -nan
66 78 -nan -nan
69 78 -nan -nan
72 78 -nan -nan
75 78 -nan -nan
78 78 -nan -nan
81 78 -nan -nan
84 78 -nan -nan
87 78 -nan -nan
90 78 -nan -nan
93 78 -nan -nan
96 78 -nan -nan
99 78 -1 0

0 81 -nan -nan
3 81 -nan -nan
6 81 -nan -nan
9 81 -nan -nan
12 81 -nan -nan
15 81 -nan -nan
18 81 -nan -nan
21 81 -nan -nan
24 81 -nan -nan
27 81 -nan -nan
30 81 -nan -nan
33 81 -nan -nan
36 81 -nan -nan
39 81 -nan -nan
42 81 -nan -nan
45 81 -nan -nan
48 81 -nan -nan
51 81 -nan -nan
54 81 -nan -nan
57 81 -nan -nan
60 81 -nan -nan
63 81 -nan -nan
66 81 -nan -nan
69 81 -nan -nan
72 81 -nan -nan
75 81 -nan -nan
78 81 -nan -nan
81 81 -nan -nan
84 81 -nan -nan
87 81 -nan -nan
90 81 -nan -nan
93 81 -nan -nan
96 81 -nan -nan
99 81 -1 0

0 84 -nan -nan
3 84 -nan -nan
6 84 -nan -nan
9 84 -nan -nan
12 84 -nan -nan
15 84 -nan -nan
18 84 -nan -nan
21 84 -nan -nan
24 84 -nan -nan
27 84 -nan -nan
30 84 -nan -nan
33 84 -nan -nan
36 84 -nan -nan
39 84 -nan -nan
42 84 -nan -nan
45 84 -nan -nan
48 84 -nan -nan
51 84 -nan -nan
54 84 -nan -nan
57 84 -nan -nan
60 84 -nan -nan
63 84 -nan -nan
66 84 -nan -nan
69 84 -nan -nan
72 84 -nan -nan
75 84 -nan -nan
78 84 -nan -nan
81 84 -nan -nan
84 84 -nan -nan
87 84 -nan -nan
90 84 -nan -nan
93 84 -nan -nan
96 84 -nan -nan
99 84 -1 0

0 87 -nan -nan
3 87 -nan -nan
6 87 -nan -nan
9 87 -nan -nan
12 87 -nan -nan
15 87 -nan -nan
18 87 -nan -nan
21 87 -nan -nan
24 87 -nan -nan
27 87 -nan -nan
30 87 -nan -nan
33 87 -nan -nan
36 87 -nan -nan
39 87 -nan -nan
42 87 -nan -nan
45 87 -nan -nan
48 87 -nan -nan
51 87 -nan -nan
54 87 -nan -nan
57 87 -nan -nan
60 87 -nan -nan
63 87 -nan -nan
66 87 -nan -nan
69 87 -nan -nan
72 87 -nan -nan
75 87 -nan -nan
78 87 -nan -nan
81 87 -nan -nan
84 87 -nan -nan
87 87 -nan -nan
90 87 -nan -nan
93 87 -nan -nan
96 87 -nan -nan
99 87 -1 0

0 90 -nan -nan
3 90 -nan -nan
6 90 -nan -nan
9 90 -nan -nan
12 90 -nan -nan
15 90 -nan -nan
18 90 -nan -nan
21 90 -nan -nan
24 90 -nan -nan
27 90 -nan -nan
30 90 -nan -nan
33 90 -nan -nan
36 90 -nan -nan
39 90 -nan -nan
42 90 -nan -nan
45 90 -nan -nan
48 90 -nan -nan
51 90 -nan -nan
54 90 -nan -nan
57 90 -nan -nan
60 90 -nan -nan
63 90 -nan -nan
66 90 -nan -nan
69 90 -nan -nan
72 90 -nan -nan
75 90 -nan -nan
78 90 -nan -nan
81 90 -nan -nan
84 90 -nan -nan
87 90 -nan -nan
90 90 -nan -nan
93 90 -nan -nan
96 90 -nan -nan
99 90 -1 0

0 93 -nan -nan
3 93 -nan -nan
6 93 -nan -nan
9 93 -nan -nan
12 93 -nan -nan
15 93 -nan -nan
18 93 -nan -nan
21 93 -nan -nan
24 93 -nan -nan
27 93 -nan -nan
30 93 -nan -nan
33 93 -nan -nan
36 93 -nan -nan
39 93 -nan -nan
42 93 -nan -nan
45 93 -nan -nan
48 93 -nan -nan
51 93 -nan -nan
54 93 -nan -nan
57 93 -nan -nan
60 93 -nan -nan
63 93 -nan -nan
66 93 -nan -nan
69 93 -nan -nan
72 93 -nan -nan
75 93 -nan -nan
78 93 -nan -nan
81 93 -nan -nan
84 93 -nan -nan
87 93 -nan -nan
90 93 -nan -nan
93 93 -nan -nan
96 93 -nan -nan
99 93 -1 0

0 96 -nan -nan
3 96 -nan -nan
6 96 -nan -nan
9 96 -nan -nan
12 96 -nan -nan
15 96 -nan -nan
18 96 -nan -nan
21 96 -nan -nan
24 96 -nan -nan
27 96 -nan -nan
30 96 -nan -nan
33 96 -nan -nan
36 96 -nan -nan
39 96 -nan -nan
42 96 -nan -nan
45 96 -nan -nan
48 96 -nan -nan
51 96 -nan -nan
54 96 -nan -nan
57 96 -nan -nan
60 96 -nan -nan
63 96 -nan -nan
66 96 -nan -nan
69 96 -nan -nan
72 96 -nan -nan
75 96 -nan -nan
78 96 -nan -nan
81 96 -nan -nan
84 96 -nan -nan
87 96 -nan -nan
90 96 -nan -nan
93 96 -nan -nan
96 96 -nan -nan
99 96 -1 0

0 99 -nan -nan
3 99 -nan -nan
6 99 -nan -nan
9 99 -nan -nan
12 99 -nan -nan
15 99 -nan -nan
18 99 -nan -nan
21 99 -nan -nan
24 99 -nan -nan
27 99 -nan -nan
30 99 -nan -nan
33 99 -nan -nan
36 99 -nan -nan
39 99 -nan -nan
42 99 -nan -nan
45 99 -nan -nan
48 99 -nan -nan
51 99 -nan -nan
54 99 -nan -nan
57 99 -nan -nan
60 99 -nan -nan
63 99 -nan -nan
66 99 -nan -nan
69 99 -nan -nan
72 99 -nan -nan
75 99 -nan -nan
78 99 -nan -nan
81 99 -nan -nan
84 99 -nan -nan
87 99 -nan -nan
90 99 -nan -nan
93 99 -nan -nan
96 99 -nan -nan
99 99 -0.707107 -0.707107

